old_name,new_name,diss_count,rule
Тошкент давлат транспорт университети ва Петербург давлат темир йўл университети,Тошкент давлат транспорт университети,1,exact-fold
"Тошкент давлат транспорт университети, М.Т.Ўразбоев номидаги механика ва иншоотлар сейсмик мустаҳкамлиги институти",Тошкент давлат транспорт университети,1,exact-fold
Тошкент давлат транспорт университети:,Тошкент давлат транспорт университети,1,exact-fold
«Тошкент давлат транспорт университети»,Тошкент давлат транспорт университети,1,exact-fold
“Тошкент Давлат Транспорт Университети”,Тошкент давлат транспорт университети,1,exact-fold
Тошкент давлат шарқшунослик университетида,Тошкент давлат шарқшунослик университети,1,exact-fold
Тоошкент давлат шарқшунослик университети,Тошкент давлат шарқшунослик университети,1,typo
Тошкент давлват шарқшунослик университети,Тошкент давлат шарқшунослик университети,1,typo
Тошкент давлат юридик универститети,Тошкент давлат юридик университети,1,typo
«Тошкент инновацион кимёвий технология,Тошкент инновацион кимёвий технология,6,exact-fold
“Тошкент инновацион кимёвий технология,Тошкент инновацион кимёвий технология,3,exact-fold
Тошкент ирригация ва қишлоқ хўжалигини механизациялаш мухандислари институти,Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти,6,typo
Тошкент ирригация ва қишлоқ хўжалигини меҳанизациялаш муҳандислари институти,Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти,4,typo
Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институтути,Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти,2,typo
"Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти, Қишлоқ хўжалиги иқтисодиёти",Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти,1,exact-fold
Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институтида бажарилган,Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти,1,exact-fold
Тошкент ирригация ва қишлоқ хўжалигини механициялаш муҳандислари институти,Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти,1,typo
Тошкент ирригация ва қишлоқ хўжалигини механизациялар муҳандислари институти,Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти,1,typo
Тошкент кимё-технология,Тошкент кимё-технология институти,56,curated-group
Тошкент кимё технология институти,Тошкент кимё-технология институти,6,exact-fold
"Тошкент кимё-технология институти, Умумий ва ноорганик кимё институти",Тошкент кимё-технология институти,2,exact-fold
Тошкент кимё-технология институтида,Тошкент кимё-технология институти,2,exact-fold
Тошкент кимё технология,Тошкент кимё-технология институти,2,curated-group
Тошкент кимё-технолгия институти,Тошкент кимё-технология институти,2,typo
"Тошкент кимё-технология институти, Фарғона политехника институти",Тошкент кимё-технология институти,1,exact-fold
"Тошкент кимё-технология институти, Ўзбекистон Миллий университети",Тошкент кимё-технология институти,1,exact-fold
"Тошкент кимё-технология институти Шаҳрисабз филиали, Наманган муҳандислик технология институти",Тошкент кимё-технология институти Шаҳрисабз филиали,1,exact-fold
Тошкент кимё технология институти Янгиер филиали,Тошкент кимё-технология институти Янгиер филиали,1,exact-fold
"Тошкент кимё-технология институти Янгиер филиали, Умумий ва ноорганик кимё институти",Тошкент кимё-технология институти Янгиер филиали,1,exact-fold
Тошкент кимё-технология институти Янгиер филиалида бажарилган,Тошкент кимё-технология институти Янгиер филиали,1,exact-fold
Тoшкeнт молия институти,Тошкент молия институти,3,exact-fold
Тoшкeнт мoлия институти,Тошкент молия институти,1,exact-fold
Тошкент молия институтида бажарилган,Тошкент молия институти,1,exact-fold
Тошкент давлат молия институти,Тошкент молия институти,1,curated
Тошкент педитрия тиббиёт институти,Тошкент педиатрия тиббиёт институти,5,typo
Тошкент тиббиёт педиатрия институти,Тошкент педиатрия тиббиёт институти,2,curated
Тошкент педиатрия тиббиет институти,Тошкент педиатрия тиббиёт институти,1,exact-fold
Toшкент педиатрия тиббиёт институти,Тошкент педиатрия тиббиёт институти,1,exact-fold
Тошкент педиатрия тиббиёт институтида,Тошкент педиатрия тиббиёт институти,1,exact-fold
Тошкент педиатрия тиббиёт институтида бажарилган,Тошкент педиатрия тиббиёт институти,1,exact-fold
Тошкент педиатрия институти,Тошкент педиатрия тиббиёт институти,1,curated
Тонкент педиатрия тиббиёт институти,Тошкент педиатрия тиббиёт институти,1,typo
Тошкент Педиатрии тиббиёт институти,Тошкент педиатрия тиббиёт институти,1,typo
Тошкент педиатрия тиббиёт интитути,Тошкент педиатрия тиббиёт институти,1,typo
Тошкент педиатрия тибиёт институти,Тошкент педиатрия тиббиёт институти,1,typo
Тошкент темир йўл муҳандислари институти ва Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти,Тошкент темир йўл муҳандислари институти,1,exact-fold
Тошкент темир йўл муҳанддислари институти,Тошкент темир йўл муҳандислари институти,1,typo
Тошкент тиббиёт академиясида,Тошкент тиббиёт академияси,9,exact-fold
Тошкент тибиёт академияси,Тошкент тиббиёт академияси,2,typo
- Тошкент тиббиёт академияси,Тошкент тиббиёт академияси,1,exact-fold
Тошкент тиббиет академияси,Тошкент тиббиёт академияси,1,exact-fold
"Тошкент тиббиёт академияси, Республика ихтисослаштирилган дерматовенерология ва косметология",Тошкент тиббиёт академияси,1,exact-fold
"Тошкент тиббиёт академияси, Сеул Миллий университетининг Бунданг клиникаси",Тошкент тиббиёт академияси,1,exact-fold
"Тошкент тиббиёт академияси, Тошкент педиатрия тиббиёт институти Нукус филиали",Тошкент тиббиёт академияси,1,exact-fold
Тошкент тиббиёт академиясида бажарилган,Тошкент тиббиёт академияси,1,exact-fold
номи: Тошкент тиббиёт академияси,Тошкент тиббиёт академияси,1,curated
Тошкент тиббиёт академия,Тошкент тиббиёт академияси,1,curated
Тошкент тиббиёт акаадемияси,Тошкент тиббиёт академияси,1,typo
Тошкент тиббёт академияси,Тошкент тиббиёт академияси,1,typo
Тошкент тиббиёт академияси Урганч филиалида бажарилган,Тошкент тиббиёт академияси Урганч филиали,1,exact-fold
Тошкент тўқимачилик ва энгил саноат институти,Тошкент тўқимачилик ва енгил саноат институти,5,exact-fold
Тoшкент тўқимaчилик вa енгил caнoaт инcтитути,Тошкент тўқимачилик ва енгил саноат институти,2,exact-fold
Тошкент тоъқимачилик ва енгил саноат институти,Тошкент тўқимачилик ва енгил саноат институти,2,exact-fold
Тошкент тўқимачилик ва йенгил саноат институти,Тошкент тўқимачилик ва енгил саноат институти,2,typo
Тошкент тўқимачилик ва енгил саноат институтида,Тошкент тўқимачилик ва енгил саноат институти,1,exact-fold
О Тошкент тўқимачилик ва енгил саноат институти,Тошкент тўқимачилик ва енгил саноат институти,1,curated
Тoшкeнт фapмaцeвтикa институти,Тошкент фармацевтика институти,3,typo
Тошкент фармасевтика институти,Тошкент фармацевтика институти,2,typo
. Тошкент фармацевтика институти,Тошкент фармацевтика институти,1,exact-fold
"Тошкент фармацевтика институти, Андижон давлат университети",Тошкент фармацевтика институти,1,exact-fold
"Тошкент фармацевтика институти, Ўзбекистон кимё-фармацевтика",Тошкент фармацевтика институти,1,exact-fold
"Тошкент фармацевтика институти, Тошкент шаҳар суд-тиббий экспертиза бюроси",Тошкент фармацевтика институти,1,exact-fold
"Тошкент фармацевтика институти, “MedStandart” МЧЖ",Тошкент фармацевтика институти,1,exact-fold
"Тoшкeнт фapмaцeвтикa институти, Олий ҳарбий божхона институти",Тошкент фармацевтика институти,1,exact-fold
«Тошкент шаҳридаги Турин политехника университети ва Ташкент архитектура-қурилиш институти»,Тошкент шаҳридаги Турин политехника университети,1,exact-fold
У.А.Арифов номидаги Ион-плазма ва лазер технологиялари институти,У.А. Арифов номидаги Ион-плазма ва лазер технологиялари институти,1,exact-fold
"Умумий ва ноорганик кимё институти, Белорус Миллий фанлар академиясининг Янги материаллар кимёси институти",Умумий ва ноорганик кимё институти,2,exact-fold
"Умумий ва ноорганик кимё институти, Тошкент кимё-технология институти",Умумий ва ноорганик кимё институти,2,exact-fold
"Умумий ва ноорганик кимё институти, Андижон давлат университети",Умумий ва ноорганик кимё институти,1,exact-fold
"Умумий ва ноорганик кимё институти, Фарғона давлат техника университети",Умумий ва ноорганик кимё институти,1,exact-fold
"Умумий ва ноорганик кимё институти, Фарғона политехника институти",Умумий ва ноорганик кимё институти,1,exact-fold
"Умумий ва ноорганик кимё институти, Наманган муҳандислик-технология институти",Умумий ва ноорганик кимё институти,1,exact-fold
"Умумий ва ноорганик кимё институти, Наманган муҳандислик˗технология институти",Умумий ва ноорганик кимё институти,1,exact-fold
Умумий ва нооорганик кимё институти,Умумий ва ноорганик кимё институти,1,typo
Умумий ва ноорганик кимёси институти,Умумий ва ноорганик кимё институти,1,typo
Университй оф Бусинесс анд Сcиенсе,Университй оф Бусинесс анд Сcиенcе,1,exact-fold
"Урганч давлат университети, Тошкент кимё-технология институти",Урганч давлат университети,2,exact-fold
Урганч давлат университети ва Физика-техника институти,Урганч давлат университети,1,exact-fold
Урганч давлат университети ва Ўзбекистон Республикаси Фанлар академияси Физика-техника институти,Урганч давлат университети,1,exact-fold
"Урганч давлат университети, Тошкент давлат аграр университети",Урганч давлат университети,1,exact-fold
"Урганч давлат университети, Умумий ва ноорганик кимё институти",Урганч давлат университети,1,exact-fold
Ургенч давлат университети,Урганч давлат университети,1,typo
“Фарғона давлат техника университети”,Фарғона давлат техника университети,4,exact-fold
Фарғона давлат техника университети ва Ўзбекистон Республикаси Фанлар академияси Энергетика муаммолари институти,Фарғона давлат техника университети,2,exact-fold
Фарғона давлат техника университетида бажарилган,Фарғона давлат техника университети,1,exact-fold
Фаргʻона давлат университети,Фарғона давлат университети,4,exact-fold
“Фарғона давлат университети”,Фарғона давлат университети,2,exact-fold
Фарғона давлат универсети,Фарғона давлат университети,2,typo
Фаргъона давлат университети,Фарғона давлат университети,1,exact-fold
Фарғона давлат университети ва Мирзо Улуғбек номидаги Ўзбекистон Миллий университети ҳузуридаги Яримўтказгичлар физикаси ва микроелектроника,Фарғона давлат университети,1,exact-fold
Фарғона давлат университети ва Тошкент давлат транспорт университети,Фарғона давлат университети,1,exact-fold
Фарғон давлат университети,Фарғона давлат университети,1,typo
Фарғона давлат универсиети,Фарғона давлат университети,1,typo
Фарғона жамоат саломатлиги тиббийот институти,Фарғона жамоат саломатлиги тиббиёт институти,1,typo
Фарғона жамоат саломатлик тиббиёт институти,Фарғона жамоат саломатлиги тиббиёт институти,1,typo
“Фарғона политехника институти”,Фарғона политехника институти,6,exact-fold
Фарғона политехника институти ва Ўзбекистон Республикаси Фанлар академияси Энергетика муаммолари институти,Фарғона политехника институти,2,exact-fold
"Фарғона политехника институти, Наманган муҳандислик-технология институти",Фарғона политехника институти,2,exact-fold
"Фарғона политехника институти, Умумий ва ноорганик кимё институти",Фарғона политехника институти,2,exact-fold
Фарғона политехника институтида бажарилган,Фарғона политехника институти,2,exact-fold
Фарғона Политехника институти ва Наманган муҳандислик қурилиш институтларида бажарилган,Фарғона политехника институти,1,exact-fold
Фарғона политехника институти ва Наманган муҳандислик технология институти,Фарғона политехника институти,1,exact-fold
"Фарғона политехника институти, Ўзбекистон миллий университети",Фарғона политехника институти,1,exact-fold
"Фарғона политехника институти, Тошкент кимё-технология институти",Фарғона политехника институти,1,exact-fold
Ўзбекистон Республикаси Фанлар академияси Физика-техника институти,Физика-техника институти,15,curated-group
Ўзбекистон Республикаси Фанлар Академияси С.А. Азимов номидаги Физика-техника институти,Физика-техника институти,4,curated-group
Физика техника институти,Физика-техника институти,2,exact-fold
Физика-техника институти ва Наманган муҳандислик-педагогика институти,Физика-техника институти,1,exact-fold
Физика-техника институти ва Қуёш энергияси халқаро институти,Физика-техника институти,1,exact-fold
“Физика-техника институти”,Физика-техника институти,1,exact-fold
Ўзбекистон Республикаси фанлар академияси С. А. Азимов номидаги Физика-техника институти,Физика-техника институти,1,curated-group
Ўзбекистон Республикаси Фанлар академияси С.А Азимов номидаги Физика-техника институти,Физика-техника институти,1,curated-group
Ўзбекистон Республикаси Фанлар Академияси С.А.Азимов номидаги Физика-техника институти,Физика-техника институти,1,curated-group
Ўзбекистон Республикаси Фанлар Aкадемияси Физика-техника институти,Физика-техника институти,1,curated-group
Ш.Рашидов номидаги Самарқанд давлат университети,Шароф Рашидов номидаги Самарқанд давлат университети,6,curated-group
Шароф Рашидов номидаги Самарқанд давлат университетида,Шароф Рашидов номидаги Самарқанд давлат университети,2,exact-fold
“Шароф Рашидов номидаги Самарқанд давлат университети”,Шароф Рашидов номидаги Самарқанд давлат университети,2,exact-fold
Шароф Рашидов номидаги Самарқанд давлат университети ва Навоий давлат кончилик ва технологийлар университети,Шароф Рашидов номидаги Самарқанд давлат университети,1,exact-fold
"Ш.Рашидов номидаги Самарқанд Давлат университети, В.И.Романовский номидаги Математика институти",Шароф Рашидов номидаги Самарқанд давлат университети,1,curated-group
Ш.Рашидов номидаги Самарқанд давлат университетида,Шароф Рашидов номидаги Самарқанд давлат университети,1,curated-group
Шароф рашидов номидаги Самарқанд давлат унверситети,Шароф Рашидов номидаги Самарқанд давлат университети,1,typo
Шаров Рашидов номидаги Самарқанд давлат университети,Шароф Рашидов номидаги Самарқанд давлат университети,1,typo
Қарши давлат техника университети университети,Қарши давлат техника университети,4,curated
Қарши давлат унверситети,Қарши давлат университети,5,typo
"Қарши давлат университети, Ўсимлик моддалари кимёси институти",Қарши давлат университети,3,exact-fold
"Қарши давлат университети, Тошкент кимё-технология",Қарши давлат университети,3,exact-fold
Қарши дaвлaт университети,Қарши давлат университети,1,exact-fold
Қарши давлат университети ва Қарши муҳандислик-иқтисодиёт институти,Қарши давлат университети,1,exact-fold
Қарши давлат университети ва Тошкент давлат техника университети,Қарши давлат университети,1,exact-fold
"Қарши давлат университети, Ўзбекистон миллий университети",Қарши давлат университети,1,exact-fold
"Қарши давлат университети, ЎзМУ ҳузуридаги Биофизика ва биокимё институти",Қарши давлат университети,1,exact-fold
Қарши давлат университетида бажарилган,Қарши давлат университети,1,exact-fold
Қарши муҳандислик иқтисодиёт институти,Қарши муҳандислик-иқтисодиёт институти,22,exact-fold
Қарши муҳандислик - иқтисодиёт институти,Қарши муҳандислик-иқтисодиёт институти,3,exact-fold
Қарши мухандислик-иқтисодиёт институти,Қарши муҳандислик-иқтисодиёт институти,2,curated-group
Қарши муҳандислик иқтисодиёт институтида бажарилган,Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
Қарши муҳандислик иқтисодиёт – институти,Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
Қарши муҳандислик – иқтисодиёт институти,Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
Қарши муҳандислик- иқтисодиёт институти,Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
"Қарши муҳандислик-иқтисодиёт институти, Ўзбекистон миллий университети",Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
"Қарши муҳандислик-иқтисодиёт институти, Тошкент давлат техника университети",Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
"Қарши муҳандислик-иқтисодиёт институти, Тошкент давлат техника университети «Фан ва тараққиёт» ДУК",Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
"Қарши муҳандислик-иқтисодиёт институти, Умумий ва ноорганик кимё институти",Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
Қарши муҳандислик–иқтисодиёт институти,Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
“Қарши муҳандислик-иқтисодиёт институти”,Қарши муҳандислик-иқтисодиёт институти,1,exact-fold
Қарши мухандислик иқтисодиёт институти,Қарши муҳандислик-иқтисодиёт институти,1,curated-group
"Қарши мухандислик-иқтисодиёт институти, Тошкент давлат техника университети",Қарши муҳандислик-иқтисодиёт институти,1,curated-group
Қарши муҳандислик-иқтисодёт институти,Қарши муҳандислик-иқтисодиёт институти,1,typo
Қишлоқ хоъжалигини механизациялаш,Қишлоқ хўжалигини механизациялаш,2,exact-fold
Қоракўлчилик ва чўл екологияси,Қоракўлчилик ва чўл экологияси,1,exact-fold
Қорақалпоғистон қишлоқ хоъжалиги ва агротехнологиялар институти,Қорақалпоғистон қишлоқ хўжалиги ва агротехнологиялар институти,3,exact-fold
Қорақалпоғистон қишлоқ xўжалиги ва агротеxнологиялар институти,Қорақалпоғистон қишлоқ хўжалиги ва агротехнологиялар институти,1,exact-fold
Қорақалпоқ давлат универcитети,Қорақалпоқ давлат университети,1,exact-fold
Қорақалпоқ давлат унивeрситeти,Қорақалпоқ давлат университети,1,exact-fold
Қорақалпоқ давлат университети ва Наманган давлат техника университети,Қорақалпоқ давлат университети,1,exact-fold
Қорақалпоқ давлат университети ва Тошкент архитектура қурилиш университети,Қорақалпоқ давлат университети,1,exact-fold
"Қорақалпоқ давлат университети, Тошкент давлат техника университети",Қорақалпоқ давлат университети,1,exact-fold
"Қорақалпоқ давлат университети, Умумий ва ноорганик кимё институти",Қорақалпоқ давлат университети,1,exact-fold
"Қорақалпоқ давлат университетида, Тупроқшунослик ва агрокимёвий тадқиқотлар институти",Қорақалпоқ давлат университети,1,exact-fold
“Қорақалпоқ давлат университети”,Қорақалпоқ давлат университети,1,exact-fold
Қаракалпоқ давлат университети,Қорақалпоқ давлат университети,1,typo
Қароқалпоқ давлат университети,Қорақалпоқ давлат университети,1,typo
Қорақолпақ давлат университети,Қорақалпоқ давлат университети,1,typo
Қорақолпоқ давлат университети,Қорақалпоқ давлат университети,1,typo
Қароқалпоқ табиий фанлар,Қорақалпоқ табиий фанлар,1,typo
Қорақалпоқ табиий фанлари,Қорақалпоқ табиий фанлар,1,typo
Қори Ниёзий номидаги Тарбия педагогикаси миллий институтида,Қори Ниёзий номидаги Тарбия педагогикаси миллий институти,1,exact-fold
Қори-Ниёзий номидаги Тарбия педагогикаси миллий институти Қорақалпоғистон филиали,Қори Ниёзий номидаги Тарбия педагогикаси миллий институти Қорақалпоғистон филиали,3,exact-fold
"Қўқон давлат педагогика институти, Умумий ва ноорганик кимё институти",Қўқон давлат педагогика институти,1,exact-fold
Қўқон давлат педагогика институтида,Қўқон давлат педагогика институти,1,exact-fold
Қўқон давлат педагогика иниститути,Қўқон давлат педагогика институти,1,typo
Қўқон давлат педагогика инситути,Қўқон давлат педагогика институти,1,typo
Қўқон давлат педагогика институтини,Қўқон давлат педагогика институти,1,typo
Қўқон давлат педагогика инцтитути,Қўқон давлат педагогика институти,1,typo
Қоʻқон давлат университети,Қўқон давлат университети,3,exact-fold
«Paxtasanoat ilmiy markazi» AJ,“Paxtasanoat ilmiy markazi” АJ,1,exact-fold
"“Paxtasanoat ilmiy markazi” АЖ, Тошкент тўқимачилик ва енгил саноат институти",“Paxtasanoat ilmiy markazi” АJ,1,exact-fold
«Ўздаверлойиҳа» давлат-,“Ўздаверлойиҳа” давлат,12,exact-fold
«Ўздаверлойиҳа» давлат,“Ўздаверлойиҳа” давлат,5,exact-fold
“Оʻздаверлойиҳа” давлат,“Ўздаверлойиҳа” давлат,2,exact-fold
«Ўздавйерлойиҳа» давлат,“Ўздаверлойиҳа” давлат,1,curated-group
«Ўздавйерлойиҳа» давлат-,“Ўздаверлойиҳа” давлат,1,curated-group
“Ипак ёʻли” туризм ва маданий мерос халқаро университети,“Ипак йўли” туризм ва маданий мерос халқаро университети,6,curated-group
“Ипак йўли туризм ва маданий мерос халқаро университети,“Ипак йўли” туризм ва маданий мерос халқаро университети,1,exact-fold
“Ипак ёʻли” туризм ва маданий мерос xалқаро университети,“Ипак йўли” туризм ва маданий мерос халқаро университети,1,curated-group
Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш институти,“Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш институти”,2,exact-fold
«Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш институти»,“Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш институти”,1,exact-fold
«Оила ва гендер»,“Оила ва гендер”,8,exact-fold
Оила ва гендер,“Оила ва гендер”,5,exact-fold
«Пахтасаноат,“Пахтасаноат,5,exact-fold
"""Пахтасаноат",“Пахтасаноат,2,exact-fold
"""ТИҚХММИ"" Миллий",“ТИҚХММИ” Миллий,2,exact-fold
ТИҚХММИ Миллий,“ТИҚХММИ” Миллий,1,exact-fold
“Тошкент ирригасия ва қишлоқ хўжалигини механизасиялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,8,curated-group
Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,7,exact-fold
«Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти» Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,7,exact-fold
“Тошкент ирригасия ва қишлоқ хоʻжалигини механизасиялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,7,curated-group
“Тошкент ирригация ва қишлоқ хоʻжалигини механизациялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,6,exact-fold
“Тошкент ирригация ва қишлоқ хўжалигини меҳанизациялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,5,curated-group
“Тошкент ирригатсия ва қишлоқ хўжалигини механизатсиялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,3,exact-fold
“Тошкент ирригация ва қишлоқ хўжалигини механизатсиялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,3,exact-fold
“Тошкент ирригация ва қишлоқ хўжалигини механизасиялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,3,curated-group
Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,2,exact-fold
“Тошкент ирригация ва қишлоқ хоъжалигини механизациялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,2,exact-fold
Тошкент ирригатсия ва қишлоқ хўжалигини механизатсиялаш муҳандислари институти Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,exact-fold
Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти – Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,exact-fold
“Тошкент ирригация ва қишлоқ хо`жалигини механизациялаш муҳандислари институти” миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,exact-fold
“Тошкент ирригация ва қишлоқ хоʻжалигини механизасиялаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated-group
Тошкент ирригация ва қишлоқ хўжалигини меҳанизациялаш муҳандислари институти Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated-group
“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш мухандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated
“Тошкент ирригатсийа ва қишлоқ хоъжалигини механизатсийалаш муҳандислари институти” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated
“Тошкент ирригация ва қишлоқ хожалигини механизациялаш мухандислари институте” Миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated
“Тoшкент ирригaция вa қишлoқ хўжaлигини мехaнизaциялaш муҳaндислaри институти” Миллий тaдқиқoт университети,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated
“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий тадқиқотлар университети,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated
“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” МТУ,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated
Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институте – миллий,“Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти” Миллий,1,curated
Янги Ўзбекистон университети,“Янги Ўзбекистон” университети,1,exact-fold
